xy_group_id,lon,lat,records,n_years,year_min,year_max,n_class_codes,n_class_group_codes,n_sources,country,country_code,has_temporal_repetition,has_thematic_conflict
SRC15_PAN_2021__XY__04740182730e,-82.345939,8.267136,1,1,2021,2021,1,1,1,Panamá,PAN,0,0
SRC15_PAN_2021__XY__04761c0e5847,-82.156303,8.606863,1,1,2021,2021,1,1,1,Panamá,PAN,0,0
SRC15_PAN_2021__XY__04834317a07e,-82.153349,8.378522,1,1,2021,2021,1,1,1,Panamá,PAN,0,0
SRC15_PAN_2021__XY__048541bde331,-81.955629,8.297652,1,1,2021,2021,1,1,1,Panamá,PAN,0,0
SRC15_PAN_2021__XY__0487ddbbceba,-82.43809,8.637562,1,1,2021,2021,1,1,1,Panamá,PAN,0,0
SRC15_PAN_2021__XY__048e25cbe73b,-81.971747,8.390316,1,1,2021,2021,1,1,1,Panamá,PAN,0,0
SRC15_PAN_2021__XY__0494f4d31f47,-81.998655,8.256848,1,1,2021,2021,1,1,1,Panamá,PAN,0,0
SRC15_PAN_2021__XY__049977b7b525,-82.31244,8.430023,1,1,2021,2021,1,1,1,Panamá,PAN,0,0
SRC15_PAN_2021__XY__04a1eb9a59b5,-82.265452,8.640431,1,1,2021,2021,1,1,1,Panamá,PAN,0,0
SRC15_PAN_2021__XY__04a30d94a5a2,-82.108226,8.478132,1,1,2021,2021,1,1,1,Panamá,PAN,0,0
SRC15_PAN_2021__XY__04af595338cf,-82.010177,8.32465,1,1,2021,2021,1,1,1,Panamá,PAN,0,0
SRC15_PAN_2021__XY__04b0260d7d6b,-82.169967,8.618126,1,1,2021,2021,1,1,1,Panamá,PAN,0,0
SRC15_PAN_2021__XY__04b3c4ff3c6b,-82.373157,8.262522,1,1,2021,2021,1,1,1,Panamá,PAN,0,0
SRC15_PAN_2021__XY__04b8a514dcca,-82.389449,8.377762,1,1,2021,2021,1,1,1,Panamá,PAN,0,0
SRC15_PAN_2021__XY__04ba9295834a,-82.236833,8.213227,1,1,2021,2021,1,1,1,Panamá,PAN,0,0
