tipo_duplicado,lon,lat,n
redondeado_6_decimales,-89.161315,16.671835,19
redondeado_6_decimales,-89.161214,16.662801,19
redondeado_6_decimales,-89.161112,16.653768,19
redondeado_6_decimales,-89.161011,16.644735,19
redondeado_6_decimales,-89.16091,16.635701,19
redondeado_6_decimales,-89.160809,16.626668,19
redondeado_6_decimales,-89.160708,16.617634,19
redondeado_6_decimales,-89.160607,16.608601,19
redondeado_6_decimales,-89.160506,16.599567,19
redondeado_6_decimales,-89.160405,16.590534,19
redondeado_6_decimales,-89.160304,16.581501,19
redondeado_6_decimales,-89.160203,16.572467,19
redondeado_6_decimales,-89.160102,16.563434,19
redondeado_6_decimales,-89.160001,16.5544,19
redondeado_6_decimales,-89.159901,16.545367,19
redondeado_6_decimales,-89.1598,16.536333,19
redondeado_6_decimales,-89.1597,16.5273,19
redondeado_6_decimales,-89.159599,16.518266,19
redondeado_6_decimales,-89.159499,16.509233,19
redondeado_6_decimales,-89.159399,16.500199,19
redondeado_6_decimales,-89.159298,16.491166,19
redondeado_6_decimales,-89.159198,16.482132,19
redondeado_6_decimales,-89.159098,16.473098,19
redondeado_6_decimales,-89.158998,16.464065,19
redondeado_6_decimales,-89.158898,16.455031,19
redondeado_6_decimales,-89.158798,16.445998,19
redondeado_6_decimales,-89.158698,16.436964,19
redondeado_6_decimales,-89.158598,16.427931,19
redondeado_6_decimales,-89.158499,16.418897,19
redondeado_6_decimales,-89.158399,16.409863,19
redondeado_6_decimales,-89.158299,16.40083,19
redondeado_6_decimales,-89.1582,16.391796,19
redondeado_6_decimales,-89.1581,16.382763,19
redondeado_6_decimales,-89.158001,16.373729,19
redondeado_6_decimales,-89.157902,16.364695,19
redondeado_6_decimales,-89.157802,16.355662,19
redondeado_6_decimales,-89.157703,16.346628,19
redondeado_6_decimales,-89.157604,16.337594,19
redondeado_6_decimales,-89.157505,16.328561,19
redondeado_6_decimales,-89.157406,16.319527,19
redondeado_6_decimales,-89.157307,16.310493,19
redondeado_6_decimales,-89.157208,16.301459,19
redondeado_6_decimales,-89.157109,16.292426,19
redondeado_6_decimales,-89.15701,16.283392,19
redondeado_6_decimales,-89.156911,16.274358,19
redondeado_6_decimales,-89.156813,16.265325,19
redondeado_6_decimales,-89.156714,16.256291,19
redondeado_6_decimales,-89.156615,16.247257,19
redondeado_6_decimales,-89.156517,16.238223,19
redondeado_6_decimales,-89.156419,16.229189,19
redondeado_6_decimales,-89.15632,16.220156,19
redondeado_6_decimales,-89.156222,16.211122,19
redondeado_6_decimales,-89.156124,16.202088,19
redondeado_6_decimales,-89.156025,16.193054,19
redondeado_6_decimales,-89.155927,16.18402,19
redondeado_6_decimales,-89.155829,16.174987,19
redondeado_6_decimales,-89.155731,16.165953,19
redondeado_6_decimales,-89.155633,16.156919,19
redondeado_6_decimales,-89.155535,16.147885,19
redondeado_6_decimales,-89.155438,16.138851,19
redondeado_6_decimales,-89.15534,16.129817,19
