subset,nivel,fuente,clase,n_registros,pct_fuente_subset
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto El Salvador,"122 Suelo desnudo, arena, rocoso, lava, otros",842,1.279791
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto El Salvador,430 Manglares,755,1.147556
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto El Salvador,325 Otros sistemas agroforestales o silvopastoriles,464,0.705253
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto El Salvador,441 Masa arbórea ribereña,336,0.5107
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto El Salvador,210 Cuerpos de Agua,195,0.296389
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto El Salvador,420 Bosque de coníferas,158,0.240151
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto El Salvador,212 Cuerpos de agua artificial,28,0.042558
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto Guatemala,332 Pastizales naturales y cultivados,519,22.893692
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto Guatemala,313 Caña de azúcar,383,16.894574
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto Guatemala,333 Matorrales (barbecho o en descanso),317,13.983238
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto Guatemala,410 Bosque latifoliado y mixto,303,13.365682
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto Guatemala,"122 Suelo desnudo, arena, rocoso, lava, otros",156,6.881341
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto Guatemala,325 Otros sistemas agroforestales o silvopastoriles,142,6.263785
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto Guatemala,331 Granos básicos y hortalizas  y otros,102,4.499338
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto Guatemala,321 Café,87,3.837671
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto Guatemala,220 Humedales,67,2.955448
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto Guatemala,430 Manglares,59,2.602558
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto Guatemala,112 Urbano discontinuo,43,1.89678
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto Guatemala,111 Urbano continuo,32,1.411557
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto Guatemala,211 Cuerpos de agua natural,31,1.367446
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto Guatemala,443  Árboles fuera de bosque y otras áreas naturales,14,0.617556
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto Guatemala,420 Bosque de coníferas,5,0.220556
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto Guatemala,413 Bosque Mixto (Lat-Coniferas),4,0.176445
ventana_2018_2022,Nivel_2,CCAD/GIZ-REDD+Landscape - Malla Piloto Guatemala,311 Palma aceitera,3,0.132333
ventana_2018_2022,Nivel_2,CENAT/PRIAS - Cultivos - Costa Rica,311 Palma aceitera,11849,53.316235
ventana_2018_2022,Nivel_2,CENAT/PRIAS - Cultivos - Costa Rica,314 Piña,10375,46.683765
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Campeche, México",410 Bosque latifoliado y mixto,291,65.100671
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Campeche, México",414 Bosque seco o deciduo,48,10.738255
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Campeche, México",332 Pastizales naturales y cultivados,44,9.8434
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Campeche, México",333 Matorrales (barbecho o en descanso),36,8.053691
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Campeche, México",315 Otros cultivos intensivos no arbóreos,20,4.474273
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Campeche, México",430 Manglares,4,0.894855
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Campeche, México",412 Latifoliado secundario húmedo,4,0.894855
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Chiapas, , México",333 Matorrales (barbecho o en descanso),147,28.994083
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Chiapas, , México",410 Bosque latifoliado y mixto,90,17.751479
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Chiapas, , México",413 Bosque Mixto (Lat-Coniferas),79,15.581854
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Chiapas, , México",412 Latifoliado secundario húmedo,66,13.017751
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Chiapas, , México",332 Pastizales naturales y cultivados,56,11.045365
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Chiapas, , México",420 Bosque de coníferas,44,8.678501
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Chiapas, , México",315 Otros cultivos intensivos no arbóreos,17,3.353057
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Chiapas, , México",414 Bosque seco o deciduo,4,0.788955
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Chiapas, , México",220 Humedales,4,0.788955
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Quintana Roo, México",410 Bosque latifoliado y mixto,540,76.056338
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Quintana Roo, México",333 Matorrales (barbecho o en descanso),80,11.267606
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Quintana Roo, México",414 Bosque seco o deciduo,32,4.507042
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Quintana Roo, México",315 Otros cultivos intensivos no arbóreos,32,4.507042
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Quintana Roo, México",332 Pastizales naturales y cultivados,12,1.690141
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Quintana Roo, México",110 Urbano,6,0.84507
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Quintana Roo, México",445 Bosque de Palmas,4,0.56338
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Quintana Roo, México",220 Humedales,4,0.56338
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Tabasco, México",220 Humedales,28,44.444444
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Tabasco, México",430 Manglares,8,12.698413
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Tabasco, México",412 Latifoliado secundario húmedo,8,12.698413
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Tabasco, México",332 Pastizales naturales y cultivados,8,12.698413
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Tabasco, México",410 Bosque latifoliado y mixto,7,11.111111
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Tabasco, México",333 Matorrales (barbecho o en descanso),4,6.349206
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Yucatán, México",410 Bosque latifoliado y mixto,256,59.259259
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Yucatán, México",333 Matorrales (barbecho o en descanso),60,13.888889
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Yucatán, México",315 Otros cultivos intensivos no arbóreos,44,10.185185
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Yucatán, México",332 Pastizales naturales y cultivados,36,8.333333
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Yucatán, México",414 Bosque seco o deciduo,28,6.481481
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Yucatán, México",442 Plantaciones forestales,4,0.925926
ventana_2018_2022,Nivel_2,"CONAFOR -Inventario Forestal Estado Yucatán, México",430 Manglares,4,0.925926
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,411 Latifoliado maduro húmedo,9030,41.54016
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,333 Matorrales (barbecho o en descanso),2605,11.983623
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,412 Latifoliado secundario húmedo,2503,11.514399
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,315 Otros cultivos intensivos no arbóreos,1514,6.964762
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,423 Sabanas de pino,1461,6.720949
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,332 Pastizales naturales y cultivados,1365,6.279327
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,220 Humedales,1072,4.931456
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,430 Manglares,628,2.88895
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,444 Regeneración forestal,542,2.49333
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,110 Urbano,245,1.127059
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,420 Bosque de coníferas,200,0.920048
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,210 Cuerpos de Agua,195,0.897047
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,331 Granos básicos y hortalizas  y otros,148,0.680835
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,443  Árboles fuera de bosque y otras áreas naturales,107,0.492226
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,121 Otros artificializado,51,0.234612
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,212 Cuerpos de agua artificial,41,0.18861
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,"122 Suelo desnudo, arena, rocoso, lava, otros",21,0.096605
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Belize,442 Plantaciones forestales,10,0.046002
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ El Salvador,410 Bosque latifoliado y mixto,153516,29.853219
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ El Salvador,315 Otros cultivos intensivos no arbóreos,97853,19.028812
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ El Salvador,332 Pastizales naturales y cultivados,75183,14.62033
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ El Salvador,333 Matorrales (barbecho o en descanso),48266,9.385963
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ El Salvador,321 Café,34390,6.687591
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ El Salvador,313 Caña de azúcar,27432,5.334516
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ El Salvador,325 Otros sistemas agroforestales o silvopastoriles,22142,4.305805
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ El Salvador,112 Urbano discontinuo,15137,2.94359
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ El Salvador,430 Manglares,10180,1.979636
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ El Salvador,420 Bosque de coníferas,8554,1.663439
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ El Salvador,111 Urbano continuo,8325,1.618906
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ El Salvador,323 Frutales,5266,1.024043
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ El Salvador,121 Otros artificializado,2840,0.552276
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ El Salvador,442 Plantaciones forestales,2273,0.442015
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ El Salvador,210 Cuerpos de Agua,1773,0.344783
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ El Salvador,"122 Suelo desnudo, arena, rocoso, lava, otros",1106,0.215076
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Honduras,410 Bosque latifoliado y mixto,22423,24.204447
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Honduras,420 Bosque de coníferas,14943,16.130181
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Honduras,332 Pastizales naturales y cultivados,13074,14.112694
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Honduras,333 Matorrales (barbecho o en descanso),12337,13.317142
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Honduras,414 Bosque seco o deciduo,8350,9.013385
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Honduras,331 Granos básicos y hortalizas  y otros,5831,6.294257
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Honduras,413 Bosque Mixto (Lat-Coniferas),4338,4.682642
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Honduras,220 Humedales,2373,2.561528
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Honduras,325 Otros sistemas agroforestales o silvopastoriles,2166,2.338083
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Honduras,321 Café,1976,2.132988
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Honduras,311 Palma aceitera,1942,2.096287
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Honduras,110 Urbano,1346,1.452936
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Honduras,210 Cuerpos de Agua,805,0.868955
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Honduras,430 Manglares,490,0.528929
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Honduras,323 Frutales,189,0.204016
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Honduras,"122 Suelo desnudo, arena, rocoso, lava, otros",40,0.043178
ventana_2018_2022,Nivel_2,FCPF - Malla MRV-REDD+ Honduras,322 Cacao,17,0.018351
ventana_2018_2022,Nivel_2,FOREST DEPARTMENT - Cultivos - Mapa Belize,313 Caña de azúcar,7602,65.619335
ventana_2018_2022,Nivel_2,FOREST DEPARTMENT - Cultivos - Mapa Belize,315 Otros cultivos intensivos no arbóreos,2063,17.80751
ventana_2018_2022,Nivel_2,FOREST DEPARTMENT - Cultivos - Mapa Belize,312 Bananeras,1920,16.573155
ventana_2018_2022,Nivel_2,ICAFE - Poligono de zonasdel cultivo de café de Costa Rica,321 Café,15575,100.0
ventana_2018_2022,Nivel_2,ICF - Cultivos - Mapa Honduras,321 Café,65998,62.018869
ventana_2018_2022,Nivel_2,ICF - Cultivos - Mapa Honduras,311 Palma aceitera,32330,30.38077
ventana_2018_2022,Nivel_2,ICF - Cultivos - Mapa Honduras,313 Caña de azúcar,6351,5.968088
ventana_2018_2022,Nivel_2,ICF - Cultivos - Mapa Honduras,312 Bananeras,1068,1.003608
ventana_2018_2022,Nivel_2,ICF - Cultivos - Mapa Honduras,314 Piña,594,0.558187
ventana_2018_2022,Nivel_2,ICF - Cultivos - Mapa Honduras,315 Otros cultivos intensivos no arbóreos,75,0.070478
ventana_2018_2022,Nivel_2,MAGA - Cultivos - Mapa Guatemala,321 Café,85985,41.548683
ventana_2018_2022,Nivel_2,MAGA - Cultivos - Mapa Guatemala,313 Caña de azúcar,51753,25.00749
ventana_2018_2022,Nivel_2,MAGA - Cultivos - Mapa Guatemala,311 Palma aceitera,29430,14.220826
ventana_2018_2022,Nivel_2,MAGA - Cultivos - Mapa Guatemala,324 Hule,22488,10.866393
ventana_2018_2022,Nivel_2,MAGA - Cultivos - Mapa Guatemala,312 Bananeras,12273,5.930418
ventana_2018_2022,Nivel_2,MAGA - Cultivos - Mapa Guatemala,315 Otros cultivos intensivos no arbóreos,2394,1.156801
ventana_2018_2022,Nivel_2,MAGA - Cultivos - Mapa Guatemala,314 Piña,2069,0.999758
ventana_2018_2022,Nivel_2,MAGA - Cultivos - Mapa Guatemala,322 Cacao,558,0.26963
ventana_2018_2022,Nivel_2,MARN-MAG/FCPF - Inventario Forestal El Salvador,412 Latifoliado secundario húmedo,117,36.792453
ventana_2018_2022,Nivel_2,MARN-MAG/FCPF - Inventario Forestal El Salvador,420 Bosque de coníferas,80,25.157233
ventana_2018_2022,Nivel_2,MARN-MAG/FCPF - Inventario Forestal El Salvador,430 Manglares,52,16.352201
ventana_2018_2022,Nivel_2,MARN-MAG/FCPF - Inventario Forestal El Salvador,321 Café,40,12.578616
ventana_2018_2022,Nivel_2,MARN-MAG/FCPF - Inventario Forestal El Salvador,411 Latifoliado maduro húmedo,15,4.716981
ventana_2018_2022,Nivel_2,MARN-MAG/FCPF - Inventario Forestal El Salvador,414 Bosque seco o deciduo,14,4.402516
