subset,xy_group_id,lon,lat,pais_grupo,tipo_grupo_original,n_registros_original,n_registros_subset,n_paises_subset,n_fuentes_subset,n_anios_subset,n_nivel0_subset,n_nivel1_subset,n_nivel2_subset,anio_min_subset,anio_max_subset,paises_subset,fuentes_subset,anios_subset,valores_nivel0_subset,valores_nivel1_subset,valores_nivel2_subset,estado_xy_subset
ventana_2018_2022,XY_000000697609,-88.51774231,14.76605748,Honduras,conflicto_tematico_xy,18,5,1,1,5,1,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022",30 Tierras de Cultivo y Pastos,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),321 Café",conflicto_tematico_subset
ventana_2018_2022,XY_000000705087,-88.49528443,14.27198408,Honduras,conflicto_tematico_xy,18,5,1,1,5,1,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022",30 Tierras de Cultivo y Pastos,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),321 Café",conflicto_tematico_subset
ventana_2018_2022,XY_000000705103,-88.49528443,14.63131019,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","42 Bosque de coníferas,33 Cultivos extensivos, Pastizales y matorrales","420 Bosque de coníferas,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000705124,-88.49528443,15.10292571,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000711559,-88.47282654,13.8677422,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","414 Bosque seco o deciduo,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000711569,-88.47282654,14.09232102,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso)",conflicto_tematico_subset
ventana_2018_2022,XY_000000711623,-88.47282654,15.30504665,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000719159,-88.45036865999998,15.19275724,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso)",conflicto_tematico_subset
ventana_2018_2022,XY_000000725134,-88.42791078,15.28258877,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","42 Bosque de coníferas,33 Cultivos extensivos, Pastizales y matorrales","420 Bosque de coníferas,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000732560,-88.4054529,14.13723678,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","414 Bosque seco o deciduo,333 Matorrales (barbecho o en descanso)",conflicto_tematico_subset
ventana_2018_2022,XY_000000732561,-88.4054529,14.15969467,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","30 Tierras de Cultivo y Pastos,40 Tierras Forestales","33 Cultivos extensivos, Pastizales y matorrales,41 Bosque latifoliado y mixto","333 Matorrales (barbecho o en descanso),414 Bosque seco o deciduo",conflicto_tematico_subset
ventana_2018_2022,XY_000000732582,-88.4054529,14.63131019,Honduras,conflicto_tematico_xy,18,5,1,1,5,1,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022",30 Tierras de Cultivo y Pastos,"32 Cultivos Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","321 Café,333 Matorrales (barbecho o en descanso)",conflicto_tematico_subset
ventana_2018_2022,XY_000000732611,-88.4054529,15.28258877,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","42 Bosque de coníferas,33 Cultivos extensivos, Pastizales y matorrales","420 Bosque de coníferas,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000739041,-88.38299501999998,14.81097325,Honduras,conflicto_tematico_xy,18,5,1,1,5,1,1,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022",30 Tierras de Cultivo y Pastos,32 Cultivos Arbóreos,"325 Otros sistemas agroforestales o silvopastoriles,321 Café",conflicto_tematico_subset
ventana_2018_2022,XY_000000739053,-88.38299501999998,15.08046783,Honduras,conflicto_tematico_xy,18,5,1,1,5,1,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022",30 Tierras de Cultivo y Pastos,"32 Cultivos Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","321 Café,333 Matorrales (barbecho o en descanso)",conflicto_tematico_subset
ventana_2018_2022,XY_000000739075,-88.38299501999998,15.57454124,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000752322,-88.33807925,15.50716759,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000758249,-88.31562137,14.13723678,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","30 Tierras de Cultivo y Pastos,40 Tierras Forestales","33 Cultivos extensivos, Pastizales y matorrales,41 Bosque latifoliado y mixto","333 Matorrales (barbecho o en descanso),414 Bosque seco o deciduo",conflicto_tematico_subset
ventana_2018_2022,XY_000000758286,-88.31562137,14.96817842,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,10 Artificializado y otra tierras","41 Bosque latifoliado y mixto,11 Urbano","413 Bosque Mixto (Lat-Coniferas),110 Urbano",conflicto_tematico_subset
ventana_2018_2022,XY_000000758300,-88.31562137,15.28258877,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","414 Bosque seco o deciduo,333 Matorrales (barbecho o en descanso)",conflicto_tematico_subset
ventana_2018_2022,XY_000000758308,-88.31562137,15.46225183,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,331 Granos básicos y hortalizas  y otros",conflicto_tematico_subset
ventana_2018_2022,XY_000000765570,-88.29316349,13.95757373,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","42 Bosque de coníferas,33 Cultivos extensivos, Pastizales y matorrales","420 Bosque de coníferas,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000765574,-88.29316349,14.04740526,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000765590,-88.29316349,14.40673137,Honduras,conflicto_tematico_xy,18,5,1,1,5,1,1,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022",30 Tierras de Cultivo y Pastos,"33 Cultivos extensivos, Pastizales y matorrales","333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000765620,-88.29316349,15.08046783,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","30 Tierras de Cultivo y Pastos,40 Tierras Forestales","33 Cultivos extensivos, Pastizales y matorrales,41 Bosque latifoliado y mixto","333 Matorrales (barbecho o en descanso),414 Bosque seco o deciduo",conflicto_tematico_subset
ventana_2018_2022,XY_000000770857,-88.27070560999998,14.83343113,Honduras,conflicto_tematico_xy,18,5,1,1,5,2,2,2,2018,2022,Honduras,FCPF - Malla MRV-REDD+ Honduras,"2018,2019,2020,2021,2022","30 Tierras de Cultivo y Pastos,40 Tierras Forestales","33 Cultivos extensivos, Pastizales y matorrales,41 Bosque latifoliado y mixto","333 Matorrales (barbecho o en descanso),414 Bosque seco o deciduo",conflicto_tematico_subset
