subset,xy_group_id,lon,lat,pais_grupo,tipo_grupo_original,n_registros_original,n_registros_subset,n_paises_subset,n_fuentes_subset,n_anios_subset,n_nivel0_subset,n_nivel1_subset,n_nivel2_subset,anio_min_subset,anio_max_subset,paises_subset,fuentes_subset,anios_subset,valores_nivel0_subset,valores_nivel1_subset,valores_nivel2_subset,estado_xy_subset
ventana_2018_2022,XY_000000999739,-85.47880280859998,10.851679481,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000999740,-85.4787131913,10.6553682439,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000999742,-85.4787131913,10.6562157554,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000999743,-85.47870299999998,10.7422363653,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000999744,-85.47870299999998,10.74266,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000999745,-85.47870299999998,10.7430836341,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000999784,-85.47828199999998,10.6553682439,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000999787,-85.4782718086,10.7422363653,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000999788,-85.4782718086,10.74266,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000999789,-85.4782718086,10.7430836341,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000999795,-85.478177,10.6344957856,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000000999834,-85.4777458086,10.6336482137,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001000029,-85.475733,10.1124175074,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001000070,-85.47530180859998,10.1124175074,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001000456,-85.4605851913,10.840483,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001000499,-85.460154,10.8409064962,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001000542,-85.4597228086,10.8409064962,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001000805,-85.45703519129998,10.0807745348,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,331 Granos básicos y hortalizas  y otros",conflicto_tematico_subset
ventana_2018_2022,XY_000001000815,-85.456897,10.1450775506,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,90 Otras","41 Bosque latifoliado y mixto,91 Otras","410 Bosque latifoliado y mixto,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001000816,-85.456897,10.1455019999,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,90 Otras","41 Bosque latifoliado y mixto,91 Otras","410 Bosque latifoliado y mixto,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001000817,-85.456897,10.1459264487,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,90 Otras","41 Bosque latifoliado y mixto,91 Otras","410 Bosque latifoliado y mixto,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001000821,-85.4568401913,10.0364844074,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,1,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,40 Tierras Forestales,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,442 Plantaciones forestales",conflicto_tematico_subset
ventana_2018_2022,XY_000001000822,-85.4568401913,10.0369089999,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,1,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,40 Tierras Forestales,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,442 Plantaciones forestales",conflicto_tematico_subset
ventana_2018_2022,XY_000001000823,-85.4568401913,10.0373335919,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,1,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,40 Tierras Forestales,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,442 Plantaciones forestales",conflicto_tematico_subset
ventana_2018_2022,XY_000001000845,-85.456604,10.0807745348,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,90 Otras","41 Bosque latifoliado y mixto,91 Otras","410 Bosque latifoliado y mixto,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001000857,-85.4564658086,10.1455019999,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,90 Otras","41 Bosque latifoliado y mixto,91 Otras","410 Bosque latifoliado y mixto,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001000858,-85.4564658086,10.1459264487,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,90 Otras","41 Bosque latifoliado y mixto,91 Otras","410 Bosque latifoliado y mixto,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001000862,-85.45640899999998,10.0364844074,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,1,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,40 Tierras Forestales,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,442 Plantaciones forestales",conflicto_tematico_subset
ventana_2018_2022,XY_000001000863,-85.45640899999998,10.0369089999,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,1,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,40 Tierras Forestales,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,442 Plantaciones forestales",conflicto_tematico_subset
ventana_2018_2022,XY_000001000864,-85.45640899999998,10.0373335919,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,1,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,40 Tierras Forestales,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,442 Plantaciones forestales",conflicto_tematico_subset
ventana_2018_2022,XY_000001000886,-85.4561728086,10.0807745348,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,90 Otras","41 Bosque latifoliado y mixto,91 Otras","410 Bosque latifoliado y mixto,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001000907,-85.45597780859998,10.0364844074,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,1,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,40 Tierras Forestales,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,442 Plantaciones forestales",conflicto_tematico_subset
ventana_2018_2022,XY_000001000908,-85.45597780859998,10.0369089999,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,1,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,40 Tierras Forestales,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,442 Plantaciones forestales",conflicto_tematico_subset
ventana_2018_2022,XY_000001000909,-85.45597780859998,10.0373335919,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,1,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,40 Tierras Forestales,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,442 Plantaciones forestales",conflicto_tematico_subset
ventana_2018_2022,XY_000001002151,-85.41956019129998,10.18911,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001002152,-85.41956019129998,10.1895343908,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001002190,-85.419129,10.18911,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001002191,-85.419129,10.1895343908,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001002236,-85.4186978086,10.18911,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001002237,-85.4186978086,10.1895343908,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001003496,-85.3831071913,10.5372009201,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001003620,-85.3818661913,10.2548503036,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001003670,-85.38143499999998,10.2544259999,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001003671,-85.38143499999998,10.2548503036,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001003720,-85.3810038086,10.2540016958,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001003721,-85.3810038086,10.2544259999,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001003722,-85.3810038086,10.2548503036,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001004299,-85.36415280859998,10.743182,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001004657,-85.36068680859998,9.9391452804,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001004921,-85.3470151913,10.9708926894,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001004922,-85.3470151913,10.971316,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001004923,-85.3470151913,10.9717393099,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,90 Otras","41 Bosque latifoliado y mixto,91 Otras","410 Bosque latifoliado y mixto,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001004959,-85.346584,10.9708926894,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001004960,-85.346584,10.971316,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001004961,-85.346584,10.9717393099,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001005008,-85.34615280859998,10.9708926894,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001005009,-85.34615280859998,10.971316,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001005010,-85.34615280859998,10.9717393099,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"30 Tierras de Cultivo y Pastos,90 Otras","33 Cultivos extensivos, Pastizales y matorrales,91 Otras","332 Pastizales naturales y cultivados,910 Otras",conflicto_tematico_subset
ventana_2018_2022,XY_000001005060,-85.3456581913,10.6668332598,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001005061,-85.3456581913,10.6672569999,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001005062,-85.3456581913,10.6676807395,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001005103,-85.34522699999998,10.6668332598,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
ventana_2018_2022,XY_000001005104,-85.34522699999998,10.6672569999,Costa Rica,conflicto_tematico_xy,2,2,1,1,1,2,2,2,2021,2021,Costa Rica,"SINAC - Malla de Entrenamientos del Mapa de Bosques 2021, Costa Rica",2021,"40 Tierras Forestales,30 Tierras de Cultivo y Pastos","41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados",conflicto_tematico_subset
