group_field,grupo,anio,n
Nivel_2,212 Cuerpos de agua artificial,2010,32
Nivel_2,212 Cuerpos de agua artificial,2011,31
Nivel_2,212 Cuerpos de agua artificial,2012,80
Nivel_2,212 Cuerpos de agua artificial,2013,36
Nivel_2,212 Cuerpos de agua artificial,2014,37
Nivel_2,212 Cuerpos de agua artificial,2015,39
Nivel_2,212 Cuerpos de agua artificial,2016,43
Nivel_2,212 Cuerpos de agua artificial,2017,110
Nivel_2,212 Cuerpos de agua artificial,2018,69
Nivel_2,220 Humedales,2000,1079
Nivel_2,220 Humedales,2001,1080
Nivel_2,220 Humedales,2002,1080
Nivel_2,220 Humedales,2003,1079
Nivel_2,220 Humedales,2004,1077
Nivel_2,220 Humedales,2005,1840
Nivel_2,220 Humedales,2006,1649
Nivel_2,220 Humedales,2007,1559
Nivel_2,220 Humedales,2008,1554
Nivel_2,220 Humedales,2009,1554
Nivel_2,220 Humedales,2010,1550
Nivel_2,220 Humedales,2011,1549
Nivel_2,220 Humedales,2012,1805
Nivel_2,220 Humedales,2013,1549
Nivel_2,220 Humedales,2014,1548
Nivel_2,220 Humedales,2015,1767
Nivel_2,220 Humedales,2016,2003
Nivel_2,220 Humedales,2017,2089
Nivel_2,220 Humedales,2018,1643
Nivel_2,220 Humedales,2019,500
Nivel_2,220 Humedales,2020,474
Nivel_2,220 Humedales,2021,4380
Nivel_2,220 Humedales,2022,474
Nivel_2,311 Palma aceitera,2005,1694
Nivel_2,311 Palma aceitera,2006,313
Nivel_2,311 Palma aceitera,2007,266
Nivel_2,311 Palma aceitera,2008,274
Nivel_2,311 Palma aceitera,2009,278
Nivel_2,311 Palma aceitera,2010,290
Nivel_2,311 Palma aceitera,2011,295
Nivel_2,311 Palma aceitera,2012,1068
Nivel_2,311 Palma aceitera,2013,317
Nivel_2,311 Palma aceitera,2014,339
Nivel_2,311 Palma aceitera,2015,356
Nivel_2,311 Palma aceitera,2016,2065
Nivel_2,311 Palma aceitera,2017,817
Nivel_2,311 Palma aceitera,2018,32715
Nivel_2,311 Palma aceitera,2019,12243
Nivel_2,311 Palma aceitera,2020,29819
Nivel_2,311 Palma aceitera,2021,3890
Nivel_2,311 Palma aceitera,2022,389
Nivel_2,312 Bananeras,2006,42
Nivel_2,312 Bananeras,2016,57
Nivel_2,312 Bananeras,2018,2988
Nivel_2,312 Bananeras,2020,12273
Nivel_2,312 Bananeras,2021,2042
Nivel_2,313 Caña de azúcar,2000,23445
Nivel_2,313 Caña de azúcar,2001,2985
Nivel_2,313 Caña de azúcar,2006,282
Nivel_2,313 Caña de azúcar,2012,4337
Nivel_2,313 Caña de azúcar,2016,367
Nivel_2,313 Caña de azúcar,2017,259
Nivel_2,313 Caña de azúcar,2018,46711
Nivel_2,313 Caña de azúcar,2019,74
Nivel_2,313 Caña de azúcar,2020,51753
Nivel_2,313 Caña de azúcar,2021,5622
Nivel_2,314 Piña,2017,13
Nivel_2,314 Piña,2018,594
Nivel_2,314 Piña,2019,10376
Nivel_2,314 Piña,2020,2069
Nivel_2,314 Piña,2021,414
Nivel_2,315 Otros cultivos intensivos no arbóreos,2000,108209
Nivel_2,315 Otros cultivos intensivos no arbóreos,2001,1003
Nivel_2,315 Otros cultivos intensivos no arbóreos,2002,1016
Nivel_2,315 Otros cultivos intensivos no arbóreos,2003,1032
Nivel_2,315 Otros cultivos intensivos no arbóreos,2004,1046
Nivel_2,315 Otros cultivos intensivos no arbóreos,2005,1056
Nivel_2,315 Otros cultivos intensivos no arbóreos,2006,1081
Nivel_2,315 Otros cultivos intensivos no arbóreos,2007,1105
Nivel_2,315 Otros cultivos intensivos no arbóreos,2008,1120
Nivel_2,315 Otros cultivos intensivos no arbóreos,2009,1146
Nivel_2,315 Otros cultivos intensivos no arbóreos,2010,1165
Nivel_2,315 Otros cultivos intensivos no arbóreos,2011,1227
Nivel_2,315 Otros cultivos intensivos no arbóreos,2012,1274
Nivel_2,315 Otros cultivos intensivos no arbóreos,2013,1348
Nivel_2,315 Otros cultivos intensivos no arbóreos,2014,1380
Nivel_2,315 Otros cultivos intensivos no arbóreos,2015,1744
Nivel_2,315 Otros cultivos intensivos no arbóreos,2016,1652
Nivel_2,315 Otros cultivos intensivos no arbóreos,2017,1571
Nivel_2,315 Otros cultivos intensivos no arbóreos,2018,101542
Nivel_2,315 Otros cultivos intensivos no arbóreos,2019,76
Nivel_2,315 Otros cultivos intensivos no arbóreos,2020,2394
Nivel_2,315 Otros cultivos intensivos no arbóreos,2021,12945
Nivel_2,321 Café,2000,36394
Nivel_2,321 Café,2001,19178
Nivel_2,321 Café,2005,1995
Nivel_2,321 Café,2006,337
Nivel_2,321 Café,2007,300
Nivel_2,321 Café,2008,306
Nivel_2,321 Café,2009,311
Nivel_2,321 Café,2010,310
Nivel_2,321 Café,2011,321
Nivel_2,321 Café,2012,32716
Nivel_2,321 Café,2013,353
Nivel_2,321 Café,2014,369
Nivel_2,321 Café,2015,378
Nivel_2,321 Café,2016,1548
Nivel_2,321 Café,2017,2711
Nivel_2,321 Café,2018,132548
Nivel_2,321 Café,2019,427
Nivel_2,321 Café,2020,86380
Nivel_2,321 Café,2021,400
Nivel_2,321 Café,2022,396
Nivel_2,322 Cacao,2005,2
Nivel_2,322 Cacao,2006,3
Nivel_2,322 Cacao,2007,3
Nivel_2,322 Cacao,2008,3
Nivel_2,322 Cacao,2009,3
Nivel_2,322 Cacao,2010,3
Nivel_2,322 Cacao,2011,4
Nivel_2,322 Cacao,2012,4
Nivel_2,322 Cacao,2013,4
Nivel_2,322 Cacao,2014,4
Nivel_2,322 Cacao,2015,4
Nivel_2,322 Cacao,2016,4
Nivel_2,322 Cacao,2017,4
Nivel_2,322 Cacao,2018,4
Nivel_2,322 Cacao,2019,4
Nivel_2,322 Cacao,2020,561
Nivel_2,322 Cacao,2021,3
Nivel_2,322 Cacao,2022,3
Nivel_2,323 Frutales,2000,4558
Nivel_2,323 Frutales,2001,433
Nivel_2,323 Frutales,2005,255
Nivel_2,323 Frutales,2006,31
Nivel_2,323 Frutales,2007,30
Nivel_2,323 Frutales,2008,30
Nivel_2,323 Frutales,2009,30
Nivel_2,323 Frutales,2010,32
Nivel_2,323 Frutales,2011,34
Nivel_2,323 Frutales,2012,1296
Nivel_2,323 Frutales,2013,33
Nivel_2,323 Frutales,2014,34
Nivel_2,323 Frutales,2015,34
Nivel_2,323 Frutales,2016,111
Nivel_2,323 Frutales,2017,252
Nivel_2,323 Frutales,2018,6506
Nivel_2,323 Frutales,2019,49
Nivel_2,323 Frutales,2020,38
Nivel_2,323 Frutales,2021,41
Nivel_2,323 Frutales,2022,38
Nivel_2,324 Hule,2006,76
Nivel_2,324 Hule,2016,153
Nivel_2,324 Hule,2017,1
Nivel_2,324 Hule,2020,22488
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2000,20820
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2001,428
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2005,317
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2006,847
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2007,321
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2008,324
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2009,325
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2010,328
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2011,330
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2012,874
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2013,349
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2014,385
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2015,386
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2016,1026
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2017,403
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2018,23160
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2019,447
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2020,436
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2021,444
Nivel_2,325 Otros sistemas agroforestales o silvopastoriles,2022,439
Nivel_2,331 Granos básicos y hortalizas  y otros,2000,107
Nivel_2,331 Granos básicos y hortalizas  y otros,2001,7663
Nivel_2,331 Granos básicos y hortalizas  y otros,2002,115
Nivel_2,331 Granos básicos y hortalizas  y otros,2003,114
Nivel_2,331 Granos básicos y hortalizas  y otros,2004,113
Nivel_2,331 Granos básicos y hortalizas  y otros,2005,8233
Nivel_2,331 Granos básicos y hortalizas  y otros,2006,2273
Nivel_2,331 Granos básicos y hortalizas  y otros,2007,1214
Nivel_2,331 Granos básicos y hortalizas  y otros,2008,1224
Nivel_2,331 Granos básicos y hortalizas  y otros,2009,1229
Nivel_2,331 Granos básicos y hortalizas  y otros,2010,1233
Nivel_2,331 Granos básicos y hortalizas  y otros,2011,1243
Nivel_2,331 Granos básicos y hortalizas  y otros,2012,17426
Nivel_2,331 Granos básicos y hortalizas  y otros,2013,1271
Nivel_2,331 Granos básicos y hortalizas  y otros,2014,1272
Nivel_2,331 Granos básicos y hortalizas  y otros,2015,1269
Nivel_2,331 Granos básicos y hortalizas  y otros,2016,9065
Nivel_2,331 Granos básicos y hortalizas  y otros,2017,8079
Nivel_2,331 Granos básicos y hortalizas  y otros,2018,14514
Nivel_2,331 Granos básicos y hortalizas  y otros,2019,1198
Nivel_2,331 Granos básicos y hortalizas  y otros,2020,1170
Nivel_2,331 Granos básicos y hortalizas  y otros,2021,9523
Nivel_2,331 Granos básicos y hortalizas  y otros,2022,1182
Nivel_2,332 Pastizales naturales y cultivados,2000,79742
Nivel_2,332 Pastizales naturales y cultivados,2001,11156
Nivel_2,332 Pastizales naturales y cultivados,2002,988
Nivel_2,332 Pastizales naturales y cultivados,2003,1017
Nivel_2,332 Pastizales naturales y cultivados,2004,1033
Nivel_2,332 Pastizales naturales y cultivados,2005,31440
Nivel_2,332 Pastizales naturales y cultivados,2006,5367
Nivel_2,332 Pastizales naturales y cultivados,2007,3390
Nivel_2,332 Pastizales naturales y cultivados,2008,3315
Nivel_2,332 Pastizales naturales y cultivados,2009,3354
Nivel_2,332 Pastizales naturales y cultivados,2010,3376
Nivel_2,332 Pastizales naturales y cultivados,2011,3433
Nivel_2,332 Pastizales naturales y cultivados,2012,22017
Nivel_2,332 Pastizales naturales y cultivados,2013,3510
Nivel_2,332 Pastizales naturales y cultivados,2014,3540
Nivel_2,332 Pastizales naturales y cultivados,2015,4080
Nivel_2,332 Pastizales naturales y cultivados,2016,22258
Nivel_2,332 Pastizales naturales y cultivados,2017,18824
Nivel_2,332 Pastizales naturales y cultivados,2018,89327
Nivel_2,332 Pastizales naturales y cultivados,2019,2745
Nivel_2,332 Pastizales naturales y cultivados,2020,2612
Nivel_2,332 Pastizales naturales y cultivados,2021,26913
Nivel_2,332 Pastizales naturales y cultivados,2022,2760
Nivel_2,333 Matorrales (barbecho o en descanso),2000,44638
Nivel_2,333 Matorrales (barbecho o en descanso),2001,7310
Nivel_2,333 Matorrales (barbecho o en descanso),2002,2257
Nivel_2,333 Matorrales (barbecho o en descanso),2003,2284
Nivel_2,333 Matorrales (barbecho o en descanso),2004,2297
Nivel_2,333 Matorrales (barbecho o en descanso),2005,4795
Nivel_2,333 Matorrales (barbecho o en descanso),2006,7525
Nivel_2,333 Matorrales (barbecho o en descanso),2007,4859
Nivel_2,333 Matorrales (barbecho o en descanso),2008,4841
Nivel_2,333 Matorrales (barbecho o en descanso),2009,4865
Nivel_2,333 Matorrales (barbecho o en descanso),2010,4885
Nivel_2,333 Matorrales (barbecho o en descanso),2011,4952
Nivel_2,333 Matorrales (barbecho o en descanso),2012,7175
Nivel_2,333 Matorrales (barbecho o en descanso),2013,4955
Nivel_2,333 Matorrales (barbecho o en descanso),2014,4934
Nivel_2,333 Matorrales (barbecho o en descanso),2015,5431
Nivel_2,333 Matorrales (barbecho o en descanso),2016,7716
Nivel_2,333 Matorrales (barbecho o en descanso),2017,5727
Nivel_2,333 Matorrales (barbecho o en descanso),2018,55404
Nivel_2,333 Matorrales (barbecho o en descanso),2019,2667
Nivel_2,333 Matorrales (barbecho o en descanso),2020,2474
Nivel_2,333 Matorrales (barbecho o en descanso),2021,2776
Nivel_2,333 Matorrales (barbecho o en descanso),2022,2481
Nivel_2,410 Bosque latifoliado y mixto ,2000,152254
Nivel_2,410 Bosque latifoliado y mixto ,2001,13991
Nivel_2,410 Bosque latifoliado y mixto ,2002,35
Nivel_2,410 Bosque latifoliado y mixto ,2003,54
Nivel_2,410 Bosque latifoliado y mixto ,2005,5202
Nivel_2,410 Bosque latifoliado y mixto ,2006,8649
Nivel_2,410 Bosque latifoliado y mixto ,2007,5238
Nivel_2,410 Bosque latifoliado y mixto ,2008,5115
Nivel_2,410 Bosque latifoliado y mixto ,2009,5089
Nivel_2,410 Bosque latifoliado y mixto ,2010,5051
Nivel_2,410 Bosque latifoliado y mixto ,2011,5021
Nivel_2,410 Bosque latifoliado y mixto ,2012,16187
Nivel_2,410 Bosque latifoliado y mixto ,2013,4954
Nivel_2,410 Bosque latifoliado y mixto ,2014,4993
Nivel_2,410 Bosque latifoliado y mixto ,2015,6676
Nivel_2,410 Bosque latifoliado y mixto ,2016,9802
Nivel_2,410 Bosque latifoliado y mixto ,2017,16920
Nivel_2,410 Bosque latifoliado y mixto ,2018,169735
Nivel_2,410 Bosque latifoliado y mixto ,2019,5462
Nivel_2,410 Bosque latifoliado y mixto ,2020,4474
Nivel_2,410 Bosque latifoliado y mixto ,2021,62366
Nivel_2,410 Bosque latifoliado y mixto ,2022,4335
Nivel_2,411 Latifoliado maduro húmedo,2000,9929
Nivel_2,411 Latifoliado maduro húmedo,2001,9911
Nivel_2,411 Latifoliado maduro húmedo,2002,9811
Nivel_2,411 Latifoliado maduro húmedo,2003,9781
Nivel_2,411 Latifoliado maduro húmedo,2004,9755
Nivel_2,411 Latifoliado maduro húmedo,2005,33207
Nivel_2,411 Latifoliado maduro húmedo,2006,9709
Nivel_2,411 Latifoliado maduro húmedo,2007,9673
Nivel_2,411 Latifoliado maduro húmedo,2008,9648
Nivel_2,411 Latifoliado maduro húmedo,2009,9607
Nivel_2,411 Latifoliado maduro húmedo,2010,9560
Nivel_2,411 Latifoliado maduro húmedo,2011,9393
Nivel_2,411 Latifoliado maduro húmedo,2012,19525
Nivel_2,411 Latifoliado maduro húmedo,2013,9264
Nivel_2,411 Latifoliado maduro húmedo,2014,9288
Nivel_2,411 Latifoliado maduro húmedo,2015,9189
Nivel_2,411 Latifoliado maduro húmedo,2016,28230
Nivel_2,411 Latifoliado maduro húmedo,2017,13209
Nivel_2,411 Latifoliado maduro húmedo,2018,9593
Nivel_2,411 Latifoliado maduro húmedo,2021,1764
Nivel_2,412 Latifoliado secundario húmedo,2000,3097
Nivel_2,412 Latifoliado secundario húmedo,2001,3083
Nivel_2,412 Latifoliado secundario húmedo,2002,3054
Nivel_2,412 Latifoliado secundario húmedo,2003,3013
Nivel_2,412 Latifoliado secundario húmedo,2004,2989
Nivel_2,412 Latifoliado secundario húmedo,2005,2973
Nivel_2,412 Latifoliado secundario húmedo,2006,2932
Nivel_2,412 Latifoliado secundario húmedo,2007,2902
Nivel_2,412 Latifoliado secundario húmedo,2008,2865
Nivel_2,412 Latifoliado secundario húmedo,2009,2825
Nivel_2,412 Latifoliado secundario húmedo,2010,2805
Nivel_2,412 Latifoliado secundario húmedo,2011,2756
Nivel_2,412 Latifoliado secundario húmedo,2012,2714
Nivel_2,412 Latifoliado secundario húmedo,2013,2648
Nivel_2,412 Latifoliado secundario húmedo,2014,2671
Nivel_2,412 Latifoliado secundario húmedo,2015,2665
Nivel_2,412 Latifoliado secundario húmedo,2016,10947
Nivel_2,412 Latifoliado secundario húmedo,2017,6457
Nivel_2,412 Latifoliado secundario húmedo,2018,3511
Nivel_2,412 Latifoliado secundario húmedo,2019,43
Nivel_2,412 Latifoliado secundario húmedo,2021,951
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2005,903
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2006,1345
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2007,904
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2008,899
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2009,896
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2010,894
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2011,896
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2012,892
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2013,888
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2014,887
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2015,959
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2016,1412
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2017,882
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2018,920
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2019,905
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2020,868
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2021,865
Nivel_2,413 Bosque Mixto (Lat-Coniferas),2022,863
Nivel_2,414 Bosque seco o deciduo,2001,2
Nivel_2,414 Bosque seco o deciduo,2005,1673
Nivel_2,414 Bosque seco o deciduo,2006,1670
Nivel_2,414 Bosque seco o deciduo,2007,1666
Nivel_2,414 Bosque seco o deciduo,2008,1662
Nivel_2,414 Bosque seco o deciduo,2009,1659
Nivel_2,414 Bosque seco o deciduo,2010,1666
Nivel_2,414 Bosque seco o deciduo,2011,1668
Nivel_2,414 Bosque seco o deciduo,2012,1662
Nivel_2,414 Bosque seco o deciduo,2013,1675
Nivel_2,414 Bosque seco o deciduo,2014,1684
Nivel_2,414 Bosque seco o deciduo,2015,1854
Nivel_2,414 Bosque seco o deciduo,2016,1855
Nivel_2,414 Bosque seco o deciduo,2017,1764
Nivel_2,414 Bosque seco o deciduo,2018,1735
Nivel_2,414 Bosque seco o deciduo,2019,1748
Nivel_2,414 Bosque seco o deciduo,2020,1667
Nivel_2,414 Bosque seco o deciduo,2021,1668
Nivel_2,414 Bosque seco o deciduo,2022,1658
Nivel_2,420 Bosque de coníferas,2000,8754
Nivel_2,420 Bosque de coníferas,2001,358
Nivel_2,420 Bosque de coníferas,2002,208
Nivel_2,420 Bosque de coníferas,2003,242
Nivel_2,420 Bosque de coníferas,2004,221
Nivel_2,420 Bosque de coníferas,2005,3396
Nivel_2,420 Bosque de coníferas,2006,3437
Nivel_2,420 Bosque de coníferas,2007,3390
Nivel_2,420 Bosque de coníferas,2008,3384
Nivel_2,420 Bosque de coníferas,2009,3385
Nivel_2,420 Bosque de coníferas,2010,3381
Nivel_2,420 Bosque de coníferas,2011,3374
Nivel_2,420 Bosque de coníferas,2012,3541
Nivel_2,420 Bosque de coníferas,2013,3364
Nivel_2,420 Bosque de coníferas,2014,3356
Nivel_2,420 Bosque de coníferas,2015,3359
Nivel_2,420 Bosque de coníferas,2016,3364
Nivel_2,420 Bosque de coníferas,2017,3758
Nivel_2,420 Bosque de coníferas,2018,12051
Nivel_2,420 Bosque de coníferas,2019,3014
Nivel_2,420 Bosque de coníferas,2020,2986
Nivel_2,420 Bosque de coníferas,2021,2973
Nivel_2,420 Bosque de coníferas,2022,2960
Nivel_2,421 Coníferas denso,2017,2593
Nivel_2,422 Coníferas ralo,2002,3
Nivel_2,422 Coníferas ralo,2003,3
Nivel_2,422 Coníferas ralo,2005,39
Nivel_2,422 Coníferas ralo,2007,7
Nivel_2,422 Coníferas ralo,2015,1
Nivel_2,422 Coníferas ralo,2017,386
Nivel_2,423 Sabanas de pino,2000,1507
Nivel_2,423 Sabanas de pino,2001,1501
Nivel_2,423 Sabanas de pino,2002,1499
Nivel_2,423 Sabanas de pino,2003,1498
Nivel_2,423 Sabanas de pino,2004,1498
Nivel_2,423 Sabanas de pino,2005,1498
Nivel_2,423 Sabanas de pino,2006,1491
Nivel_2,423 Sabanas de pino,2007,1500
Nivel_2,423 Sabanas de pino,2008,1492
Nivel_2,423 Sabanas de pino,2009,1491
Nivel_2,423 Sabanas de pino,2010,1489
Nivel_2,423 Sabanas de pino,2011,1489
Nivel_2,423 Sabanas de pino,2012,1487
Nivel_2,423 Sabanas de pino,2013,1478
Nivel_2,423 Sabanas de pino,2014,1471
Nivel_2,423 Sabanas de pino,2015,1466
Nivel_2,423 Sabanas de pino,2016,1479
Nivel_2,423 Sabanas de pino,2017,2138
Nivel_2,423 Sabanas de pino,2018,1461
Nivel_2,430 Manglares,2000,10883
Nivel_2,430 Manglares,2001,1421
Nivel_2,430 Manglares,2002,627
Nivel_2,430 Manglares,2003,627
Nivel_2,430 Manglares,2004,629
Nivel_2,430 Manglares,2005,728
Nivel_2,430 Manglares,2006,755
Nivel_2,430 Manglares,2007,727
Nivel_2,430 Manglares,2008,728
Nivel_2,430 Manglares,2009,728
Nivel_2,430 Manglares,2010,728
Nivel_2,430 Manglares,2011,729
Nivel_2,430 Manglares,2012,1468
Nivel_2,430 Manglares,2013,726
Nivel_2,430 Manglares,2014,740
Nivel_2,430 Manglares,2015,1062
Nivel_2,430 Manglares,2016,816
Nivel_2,430 Manglares,2017,2908
Nivel_2,430 Manglares,2018,11782
Nivel_2,430 Manglares,2019,129
Nivel_2,430 Manglares,2020,98
Nivel_2,430 Manglares,2021,207
Nivel_2,430 Manglares,2022,98
Nivel_2,431 Manglar alto,2017,194
Nivel_2,432 Manglar bajo,2017,8
