pais,clase,n_xy,n_registros,n_xy_regional,pct_clase_en_pais,estado_count,lectura_count,score_medio,score_min,estado_score,flag_sin_puntos,flag_baja_cantidad,flag_score_bajo,flag_problema_clase,tipo_problema
Honduras,42 Bosque de coníferas,5718,17708,13442,4.31,suficiente,suficiente,86.187,54.9,suficiente,False,False,False,False,sin problema relevante
El Salvador,42 Bosque de coníferas,6014,6014,13442,1.052,suficiente,suficiente,89.536,70.0,suficiente,False,False,False,False,sin problema relevante
Honduras,"33 Cultivos extensivos, Pastizales y matorrales",7461,32566,189602,5.623,suficiente,suficiente,84.516,54.9,suficiente,False,False,False,False,sin problema relevante
Honduras,41 Bosque latifoliado y mixto,8131,36217,242053,6.128,suficiente,suficiente,86.391,53.4,suficiente,False,False,False,False,sin problema relevante
El Salvador,43 Manglares,9875,9875,11920,1.728,suficiente,suficiente,91.953,70.0,suficiente,False,False,False,False,sin problema relevante
Belice,41 Bosque latifoliado y mixto,11527,11531,242053,34.596,suficiente,suficiente,80.775,60.0,suficiente,False,False,False,False,sin problema relevante
Belice,31 Cultivos intensivos No-Arbóreos,13105,13111,329183,39.332,suficiente,suficiente,82.043,60.0,suficiente,False,False,False,False,sin problema relevante
Costa Rica,32 Cultivos Arbóreos,15715,15723,271280,11.81,suficiente,suficiente,81.911,60.0,suficiente,False,False,False,False,sin problema relevante
Costa Rica,31 Cultivos intensivos No-Arbóreos,22225,22236,329183,16.702,suficiente,suficiente,92.737,70.0,suficiente,False,False,False,False,sin problema relevante
Panamá,31 Cultivos intensivos No-Arbóreos,24511,24511,329183,83.979,suficiente,suficiente,92.923,70.0,suficiente,False,False,False,False,sin problema relevante
El Salvador,11 Urbano,28102,28102,29318,4.916,suficiente,suficiente,87.122,70.0,suficiente,False,False,False,False,sin problema relevante
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales",29175,31804,189602,21.925,suficiente,suficiente,91.254,49.3,suficiente,False,False,False,False,sin problema relevante
Honduras,31 Cultivos intensivos No-Arbóreos,41805,43455,329183,31.507,suficiente,suficiente,83.417,54.15,suficiente,False,False,False,False,sin problema relevante
Costa Rica,41 Bosque latifoliado y mixto,54666,60718,242053,41.082,suficiente,suficiente,90.66,49.3,suficiente,False,False,False,False,sin problema relevante
Honduras,32 Cultivos Arbóreos,67114,70609,271280,50.582,suficiente,suficiente,81.878,54.2,suficiente,False,False,False,False,sin problema relevante
El Salvador,32 Cultivos Arbóreos,79154,79154,271280,13.848,suficiente,suficiente,90.052,70.0,suficiente,False,False,False,False,sin problema relevante
Guatemala,31 Cultivos intensivos No-Arbóreos,98308,98390,329183,46.851,suficiente,suficiente,94.618,68.95,suficiente,False,False,False,False,sin problema relevante
Guatemala,32 Cultivos Arbóreos,109282,109323,271280,52.081,suficiente,suficiente,94.778,66.7,suficiente,False,False,False,False,sin problema relevante
El Salvador,31 Cultivos intensivos No-Arbóreos,129115,129115,329183,22.588,suficiente,suficiente,86.659,70.0,suficiente,False,False,False,False,sin problema relevante
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales",145626,145626,189602,25.476,suficiente,suficiente,85.871,70.0,suficiente,False,False,False,False,sin problema relevante
El Salvador,41 Bosque latifoliado y mixto,163035,163115,242053,28.522,suficiente,suficiente,88.194,70.0,suficiente,False,False,False,False,sin problema relevante
