xy_year_group_id,xy_group_id,lon,lat,year_ref,records,n_class_codes,n_class_group_codes,n_sources,country,country_code,has_thematic_conflict
SRC10_CRI_2021_A1__XYY__01e34acc9756,SRC10_CRI_2021_A1__XY__e15156f24136,-85.659534,10.173497,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01e9bfbda346,SRC10_CRI_2021_A1__XY__b59f528ddf23,-85.677297,10.212371,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01eb4d59e026,SRC10_CRI_2021_A1__XY__3a456db7b386,-85.337811,10.417509,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01efdbeef6c4,SRC10_CRI_2021_A1__XY__e55b3a04e248,-85.558426,10.202951,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01f1827496d6,SRC10_CRI_2021_A1__XY__4057d08b7583,-85.451705,10.166525,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01f82e4966f4,SRC10_CRI_2021_A1__XY__c1b460653ba8,-85.378077,10.452331,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01ff2064692b,SRC10_CRI_2021_A1__XY__2d1e78782caa,-85.213037,10.363704,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__01ff6a859679,SRC10_CRI_2021_A1__XY__f9372a737093,-85.430879,10.455718,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__02023b03ca64,SRC10_CRI_2021_A1__XY__78c824005f13,-85.691268,10.191432,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__0208420af9ec,SRC10_CRI_2021_A1__XY__b72fdc238e26,-85.589694,10.126788,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__020ab1f3fa5f,SRC10_CRI_2021_A1__XY__a650604e8cc0,-85.248946,10.369601,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__020c5625fbcb,SRC10_CRI_2021_A1__XY__6c855bccf8c0,-85.513403,10.49274,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__020e816c7c0b,SRC10_CRI_2021_A1__XY__df821d4ee953,-85.676402,10.383685,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__0211cf130429,SRC10_CRI_2021_A1__XY__ed307d3c766d,-85.736493,10.361304,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__021d0d3b6d96,SRC10_CRI_2021_A1__XY__917ed4da4473,-85.495068,10.174564,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__022221839efc,SRC10_CRI_2021_A1__XY__1b0f797372f7,-85.25337,10.420264,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__022f0734353e,SRC10_CRI_2021_A1__XY__000c3bd1f211,-85.261651,10.379204,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__0235823a69ab,SRC10_CRI_2021_A1__XY__4209dc6f4be4,-85.250995,10.353905,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__023d998029bc,SRC10_CRI_2021_A1__XY__d1e097709f8b,-85.72254,10.1225,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__02461208b1ca,SRC10_CRI_2021_A1__XY__59aa76bb5b7e,-85.670527,10.385284,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__02473dbcadfc,SRC10_CRI_2021_A1__XY__fa06cb91f7d3,-85.38214,10.416114,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__024b9713972d,SRC10_CRI_2021_A1__XY__57c4d173e3b3,-85.705421,10.541194,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__024f18417ae2,SRC10_CRI_2021_A1__XY__64f2f56ea501,-85.504055,10.14858,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__0253a7afd9d6,SRC10_CRI_2021_A1__XY__6e2516568a85,-85.790854,10.401094,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__0255e140e79c,SRC10_CRI_2021_A1__XY__5ee9df551f93,-85.781408,10.466016,2021,1,1,1,1,Costa Rica,CRI,0
SRC10_CRI_2021_A1__XYY__025641a0daac,SRC10_CRI_2021_A1__XY__622a30ca9088,-85.487411,10.355313,2021,1,1,1,1,Costa Rica,CRI,0
