audit_country,audit_year,level_0_code,level_0_name,level_1_code,level_1_name_ref,level_2_code,level_2_name_ref,n_records,n_extract_id,n_sources,s2yr_months_obs_median,s2yr_obs_total_median,s2yr_cloudprob_median,s2yr_ndvi_median,s2yr_ndre_median,n_no_spectral_data,n_low_months_obs,n_high_cloudprob,n_vegetation_low_ndvi,n_vegetation_low_ndre,n_nonvegetation_high_ndvi,n_rare_spectral_value,n_prior_xy_conflict,n_spectral_class_review,n_alert_high,n_alert_medium,n_alert_low,pct_no_spectral_data,pct_low_months_obs,pct_rare_spectral_value,pct_spectral_class_review,pct_alert_medium_high,class_priority_level
Belice,2018,20,Tierras húmedas y agua,21.0,Cuerpos de Agua,212.0,Cuerpos de agua artificial,41,41,1,2.0,5.0,6.5,0.2765022418532169,0.17053587821238336,0,41,0,0,0,0,6,26,41,26,3,12,0.0,100.0,14.634,100.0,70.732,alta_alertas
Costa Rica,2018,40,Tierras Forestales,44.0,Otros arbóreo en tierras no agrícola,442.0,Plantaciones forestales,120,120,1,2.0,3.0,1.125,0.8605617848422619,0.6148014585152284,0,120,0,0,0,0,17,90,120,90,30,0,0.0,100.0,14.167,100.0,100.0,alta_alertas
Honduras,2018,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,312.0,Bananeras,1068,1068,1,2.0,6.0,1.75,0.8575312365387231,0.653473357996508,0,1068,0,0,0,0,110,0,1068,82,28,958,0.0,100.0,10.3,100.0,10.3,media_revision
Costa Rica,2018,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,411.0,Latifoliado maduro húmedo,548,548,1,2.0,3.0,1.5,0.8165105424972614,0.5777688655030802,0,548,0,0,0,0,51,248,548,248,235,65,0.0,100.0,9.307,100.0,88.139,alta_alertas
Costa Rica,2018,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,412.0,Latifoliado secundario húmedo,856,856,1,2.0,6.0,1.5,0.7878148266455296,0.55883244197292,0,856,0,0,0,0,79,856,856,856,0,0,0.0,100.0,9.229,100.0,100.0,alta_alertas
Honduras,2018,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,323.0,Frutales,36,36,1,2.0,6.0,2.0,0.7784269543769395,0.5246064458704467,0,36,0,1,0,0,3,9,36,11,4,21,0.0,100.0,8.333,100.0,41.667,alta_alertas
Honduras,2018,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,314.0,Piña,594,594,1,2.0,5.0,5.5,0.6557609613178481,0.49750546741147916,0,594,0,29,1,0,14,0,594,14,172,408,0.0,100.0,2.357,100.0,31.313,alta_alertas
Costa Rica,2018,90,Otras,91.0,Otras,910.0,Otras,394,394,1,2.0,4.0,2.0,0.7477880043731407,0.5295373864134172,2,392,0,0,0,0,8,394,394,394,0,0,0.508,99.492,2.03,100.0,100.0,alta_alertas
Belice,2018,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,312.0,Bananeras,1920,1920,1,2.0,4.0,5.0,0.7237516686772494,0.5014113870890329,1,1919,0,47,8,0,38,0,1920,39,502,1379,0.052,99.948,1.979,100.0,28.177,alta_alertas
Costa Rica,2018,40,Tierras Forestales,44.0,Otros arbóreo en tierras no agrícola,443.0,Árboles fuera de bosque y otras áreas naturales,1282,1282,1,2.0,6.0,1.75,0.7187166139703378,0.5094310821857752,0,1282,0,4,0,0,15,576,1282,583,97,602,0.0,100.0,1.17,100.0,53.042,alta_alertas
Costa Rica,2018,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",331.0,Granos básicos y hortalizas y otros,315,315,1,2.0,6.0,2.0,0.6997479626451026,0.5145522049412763,0,315,0,1,1,0,1,242,315,204,38,73,0.0,100.0,0.317,100.0,76.825,alta_alertas
México,2018,10,Artificializado y otra tierras,11.0,Urbano,110.0,Urbano,2,2,1,0.0,0.0,,,,2,0,0,0,0,0,0,0,2,2,0,0,100.0,0.0,0.0,100.0,100.0,alta_vacios_satelitales
Nicaragua,2018,20,Tierras húmedas y agua,21.0,Cuerpos de Agua,210.0,Cuerpos de Agua,5,5,1,1.0,1.0,8.0,0.0377906976744185,0.0703562629283414,2,3,0,0,0,0,0,0,5,2,2,1,40.0,60.0,0.0,100.0,80.0,alta_vacios_satelitales
Costa Rica,2018,10,Artificializado y otra tierras,11.0,Urbano,110.0,Urbano,438,438,1,2.0,4.0,7.5,0.25161288194892134,0.16907790988277127,32,406,0,0,0,55,0,278,438,308,19,111,7.306,92.694,0.0,100.0,74.658,alta_alertas
Costa Rica,2018,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",332.0,Pastizales naturales y cultivados,540,540,1,2.0,4.0,1.5,0.6404201514407086,0.44333256328438847,15,525,0,2,0,0,0,244,540,244,14,282,2.778,97.222,0.0,100.0,47.778,alta_alertas
Costa Rica,2018,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,323.0,Frutales,15,15,1,3.0,6.0,1.5,0.6426307448494454,0.4829510229386237,0,15,0,0,0,0,0,0,15,0,0,15,0.0,100.0,0.0,100.0,0.0,media_revision
Costa Rica,2018,10,Artificializado y otra tierras,12.0,Otras tierras,122.0,"Suelo desnudo, arena, rocoso, lava, otros",9,9,1,2.0,3.0,2.5,0.6435668638171711,0.44141451725718317,0,9,0,0,0,7,0,9,9,9,0,0,0.0,100.0,0.0,100.0,100.0,alta_alertas
Nicaragua,2018,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,321.0,Café,8,8,1,1.0,1.0,3.25,0.8522025002929838,0.6121061353683234,0,8,0,0,0,0,0,0,8,0,8,0,0.0,100.0,0.0,100.0,100.0,alta_alertas
Costa Rica,2018,20,Tierras húmedas y agua,21.0,Cuerpos de Agua,210.0,Cuerpos de Agua,5,5,1,2.0,3.0,1.0,0.8063699633553589,0.5765221312542247,0,5,0,0,0,0,0,5,5,5,0,0,0.0,100.0,0.0,100.0,100.0,alta_alertas
Honduras,2018,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,322.0,Cacao,4,4,1,1.5,4.0,1.0,0.843765527316416,0.6318248145601244,0,4,0,0,0,0,0,3,4,3,0,1,0.0,100.0,0.0,100.0,75.0,alta_alertas
México,2018,40,Tierras Forestales,44.0,Otros arbóreo en tierras no agrícola,442.0,Plantaciones forestales,4,4,1,2.0,3.0,1.625,0.6946539634612209,0.48731828914826353,0,4,0,0,0,0,0,0,4,0,4,0,0.0,100.0,0.0,100.0,100.0,alta_alertas
Panamá,2018,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,321.0,Café,4,4,1,1.0,2.5,0.0,0.8611192529055343,0.6745655351863367,0,4,0,0,0,0,0,0,4,0,4,0,0.0,100.0,0.0,100.0,100.0,alta_alertas
Guatemala,2018,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,323.0,Frutales,3,3,1,4.0,6.0,1.0,0.5705735621342731,0.3700636851109098,0,0,0,0,0,0,0,3,3,0,3,0,0.0,0.0,0.0,100.0,100.0,alta_alertas
Guatemala,2018,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,411.0,Latifoliado maduro húmedo,2,2,1,2.0,3.0,3.5,0.8680023374998429,0.6456270891403237,0,2,0,0,0,0,0,0,2,0,1,1,0.0,100.0,0.0,100.0,50.0,alta_alertas
Guatemala,2019,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,314.0,Piña,1,1,1,12.0,51.0,4.0,0.3208077559604809,0.24510348246943306,0,0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,0.0,100.0,0.0,media_revision
Nicaragua,2018,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",332.0,Pastizales naturales y cultivados,1,1,1,3.0,10.0,16.0,0.84162976085031,0.6430223592906708,0,1,0,0,0,0,0,0,1,0,0,1,0.0,100.0,0.0,100.0,0.0,media_revision
Costa Rica,2018,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,321.0,Café,15704,15700,2,2.0,3.0,1.5,0.7604334208119389,0.5585967609838078,82,15515,4,87,4,0,488,43,15600,521,7740,7339,0.522,98.796,3.107,99.338,52.604,alta_alertas
Honduras,2018,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,413.0,Bosque Mixto (Lat-Coniferas),872,872,1,1.0,4.0,1.0,0.7945528698818045,0.5559368565545642,19,843,0,4,0,0,30,29,863,73,368,422,2.179,96.674,3.44,98.968,50.573,alta_alertas
Guatemala,2018,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,313.0,Caña de azúcar,375,375,2,3.0,5.0,5.0,0.6333517393705135,0.4469644902634594,0,368,0,33,1,0,6,0,370,6,26,338,0.0,98.133,1.6,98.667,8.533,media_revision
Guatemala,2018,20,Tierras húmedas y agua,22.0,Humedales,220.0,Humedales,64,64,1,3.0,5.0,5.0,0.5368351863256615,0.35284609665358746,0,63,0,0,0,0,3,0,63,2,2,59,0.0,98.438,4.688,98.438,6.25,media_revision
Honduras,2018,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,410.0,Bosque latifoliado y mixto,5765,5765,2,1.0,3.0,1.5,0.850229910225531,0.6270915532988125,476,5060,8,16,2,0,347,528,5614,1115,2624,1875,8.257,87.771,6.019,97.381,64.857,alta_alertas
Honduras,2018,10,Artificializado y otra tierras,11.0,Urbano,110.0,Urbano,262,262,1,2.0,4.0,3.5,0.4647383247106558,0.33906908335228125,1,243,0,0,0,97,0,53,255,51,126,78,0.382,92.748,0.0,97.328,67.557,alta_alertas
Guatemala,2018,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,315.0,Otros cultivos intensivos no arbóreos,36,36,1,4.0,12.0,2.0,0.23635898665839483,0.1713355358087857,0,2,0,30,0,0,5,2,35,2,5,28,0.0,5.556,13.889,97.222,19.444,media_revision
Honduras,2018,40,Tierras Forestales,42.0,Bosque de coníferas,420.0,Bosque de coníferas,5751,5751,2,3.0,6.0,1.0,0.7455599143248759,0.5110844771245691,247,5338,0,40,2,0,78,201,5590,498,1584,3508,4.295,92.819,1.356,97.2,36.202,alta_alertas
Belice,2018,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,315.0,Otros cultivos intensivos no arbóreos,3577,3577,2,2.0,2.0,7.5,0.6105519484714698,0.4205025412735312,72,3295,1,506,8,0,8,577,3473,581,2365,527,2.013,92.116,0.224,97.093,82.36,alta_alertas
Honduras,2018,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,311.0,Palma aceitera,32715,32715,2,1.0,4.0,3.0,0.8765697488739349,0.6804262844241267,0,31105,0,68,25,0,2479,143,31372,1624,11202,18546,0.0,95.079,7.578,95.895,39.205,alta_alertas
Honduras,2018,20,Tierras húmedas y agua,22.0,Humedales,220.0,Humedales,475,475,1,1.0,1.0,8.5,0.5592625109745392,0.3901567225735496,152,299,0,0,0,0,6,2,453,158,215,80,32.0,62.947,1.263,95.368,78.526,alta_vacios_satelitales
Honduras,2018,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,321.0,Café,66612,66612,3,2.0,4.0,1.0,0.8289512321529802,0.609169062862611,1854,61301,50,86,2,0,3873,243,63324,4904,27382,31038,2.783,92.027,5.814,95.064,48.469,alta_alertas
México,2018,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,414.0,Bosque seco o deciduo,40,40,4,2.0,3.5,2.5,0.7789193773939771,0.5682357341331117,0,32,0,4,0,0,6,0,38,4,22,12,0.0,80.0,15.0,95.0,65.0,alta_valores_espectrales_raros
Belice,2018,10,Artificializado y otra tierras,11.0,Urbano,110.0,Urbano,245,245,1,3.0,4.0,9.25,0.5608646188850968,0.3954010095344924,0,206,0,0,0,128,1,53,230,46,125,59,0.0,84.082,0.408,93.878,69.796,alta_alertas
Belice,2018,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,411.0,Latifoliado maduro húmedo,9028,9027,1,2.0,2.0,3.0,0.8640838361384565,0.6473726032101865,223,8197,5,6,1,0,645,2,8461,763,5934,1764,2.47,90.795,7.144,93.72,74.18,alta_alertas
Honduras,2018,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,325.0,Otros sistemas agroforestales o silvopastoriles,461,461,2,2.0,4.0,1.25,0.8291038381819229,0.6139272305112875,8,409,0,0,0,0,32,120,430,101,167,162,1.735,88.72,6.941,93.275,58.134,alta_alertas
Honduras,2018,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",333.0,Matorrales (barbecho o en descanso),2997,2997,2,2.0,4.0,1.0,0.6984811386236622,0.4737575476079888,90,2627,1,128,4,0,9,732,2793,697,1097,999,3.003,87.654,0.3,93.193,59.86,alta_alertas
Belice,2018,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",332.0,Pastizales naturales y cultivados,1364,1363,1,2.0,3.0,6.0,0.648312331954172,0.4465826144658261,19,1181,1,19,1,0,24,487,1267,429,576,262,1.393,86.584,1.76,92.889,73.68,alta_alertas
Belice,2018,10,Artificializado y otra tierras,12.0,Otras tierras,121.0,Otros artificializado,51,51,1,2.0,4.0,6.0,0.5105234228484139,0.3686087245719609,0,39,0,0,0,21,0,19,47,16,20,11,0.0,76.471,0.0,92.157,70.588,alta_alertas
Belice,2018,40,Tierras Forestales,44.0,Otros arbóreo en tierras no agrícola,443.0,Árboles fuera de bosque y otras áreas naturales,107,107,1,3.0,3.0,2.0,0.6930376851994346,0.4055352659805476,1,92,0,1,0,0,3,33,98,32,51,15,0.935,85.981,2.804,91.589,77.57,alta_alertas
Belice,2018,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",331.0,Granos básicos y hortalizas y otros,148,148,1,2.0,3.0,4.0,0.8303628656288402,0.5922980169597251,2,125,0,1,0,0,4,53,134,47,62,25,1.351,84.459,2.703,90.541,73.649,alta_alertas
Belice,2018,10,Artificializado y otra tierras,12.0,Otras tierras,122.0,"Suelo desnudo, arena, rocoso, lava, otros",21,21,1,3.0,4.0,7.25,0.3129971078239883,0.21888163566654553,1,18,0,0,0,3,0,8,19,9,4,6,4.762,85.714,0.0,90.476,61.905,alta_alertas
Honduras,2018,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",332.0,Pastizales naturales y cultivados,3140,3140,2,1.0,3.0,2.0,0.6757247622921173,0.45775929613459454,158,2600,2,107,3,0,5,670,2840,737,1166,937,5.032,82.803,0.159,90.446,60.605,alta_alertas
Honduras,2018,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",331.0,Granos básicos y hortalizas y otros,1144,1144,1,2.0,4.0,1.75,0.6741329273005101,0.4654928195274871,8,994,0,68,2,0,5,163,1030,135,404,491,0.699,86.888,0.437,90.035,47.115,alta_alertas
Belice,2018,40,Tierras Forestales,44.0,Otros arbóreo en tierras no agrícola,442.0,Plantaciones forestales,10,10,1,2.0,3.5,3.5,0.7187589241662393,0.48838325652841785,0,9,0,1,0,0,0,1,9,1,5,3,0.0,90.0,0.0,90.0,60.0,alta_alertas
Belice,2018,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",333.0,Matorrales (barbecho o en descanso),2605,2605,1,2.0,3.0,4.5,0.8046857712406605,0.5734501936001863,41,2213,2,17,0,0,119,604,2329,617,1146,566,1.574,84.952,4.568,89.405,67.678,alta_alertas
Honduras,2018,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,414.0,Bosque seco o deciduo,1680,1680,1,2.0,4.0,1.0,0.7446007298311659,0.5108579565681738,9,1464,1,13,0,0,10,156,1502,148,597,757,0.536,87.143,0.595,89.405,44.345,alta_alertas
México,2018,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,315.0,Otros cultivos intensivos no arbóreos,37,37,3,3.0,4.0,4.0,0.6446247464503042,0.45903745453609557,0,33,0,0,0,0,0,0,33,0,17,16,0.0,89.189,0.0,89.189,45.946,alta_alertas
México,2018,40,Tierras Forestales,42.0,Bosque de coníferas,420.0,Bosque de coníferas,36,36,1,3.0,5.0,1.0,0.7639754087646826,0.5216726337676477,0,32,0,0,0,0,6,0,32,2,15,15,0.0,88.889,16.667,88.889,47.222,alta_valores_espectrales_raros
Belice,2018,20,Tierras húmedas y agua,21.0,Cuerpos de Agua,210.0,Cuerpos de Agua,194,194,1,3.0,3.5,3.5,0.11808362575697,0.07459033047696134,1,169,0,0,0,0,0,10,170,11,89,70,0.515,87.113,0.0,87.629,51.546,alta_alertas
Belice,2018,40,Tierras Forestales,44.0,Otros arbóreo en tierras no agrícola,444.0,Regeneración forestal,542,542,1,2.0,3.0,4.5,0.8458211020909543,0.6256957795545233,3,452,0,0,0,0,34,138,473,147,240,86,0.554,83.395,6.273,87.269,71.402,alta_alertas
Belice,2018,20,Tierras húmedas y agua,22.0,Humedales,220.0,Humedales,1072,1072,1,2.0,4.0,5.0,0.5363933943032185,0.35989204686730747,14,905,0,0,0,0,84,4,931,82,455,394,1.306,84.422,7.836,86.847,50.093,alta_alertas
Belice,2018,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,313.0,Caña de azúcar,7602,7602,1,3.0,3.0,5.5,0.6475562225291299,0.45706932549660856,0,6546,0,196,5,0,150,0,6576,133,3942,2501,0.0,86.109,1.973,86.504,53.604,alta_alertas
Belice,2018,40,Tierras Forestales,42.0,Bosque de coníferas,420.0,Bosque de coníferas,200,200,1,2.0,3.0,2.5,0.780188533306408,0.5201866963141215,2,170,0,0,0,0,6,2,173,6,121,46,1.0,85.0,3.0,86.5,63.5,alta_alertas
Belice,2018,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,412.0,Latifoliado secundario húmedo,2502,2500,1,2.5,3.0,4.0,0.8503624188170873,0.629098065203102,40,2076,0,3,0,0,164,154,2159,268,1269,622,1.599,82.974,6.555,86.291,61.431,alta_alertas
Honduras,2018,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,315.0,Otros cultivos intensivos no arbóreos,1050,1050,2,3.0,9.0,1.0,0.5417382342837512,0.3734590282813633,0,854,0,104,1,0,2,274,906,232,111,563,0.0,81.333,0.19,86.286,32.667,alta_alertas
Guatemala,2018,10,Artificializado y otra tierras,12.0,Otras tierras,122.0,"Suelo desnudo, arena, rocoso, lava, otros",159,159,2,3.0,5.0,2.0,0.4920782851817336,0.3319118374983632,0,126,0,0,0,50,6,4,137,4,51,82,0.0,79.245,3.774,86.164,34.591,alta_alertas
Belice,2018,40,Tierras Forestales,42.0,Bosque de coníferas,423.0,Sabanas de pino,1461,1461,1,2.0,4.0,3.625,0.5496633402416284,0.38108957559516426,5,1202,0,96,1,0,23,9,1246,25,734,487,0.342,82.272,1.574,85.284,51.951,alta_alertas
México,2018,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",333.0,Matorrales (barbecho o en descanso),143,143,5,3.0,5.0,1.0,0.7432835820895524,0.5004233700254022,0,117,0,2,0,0,2,0,119,1,36,82,0.0,81.818,1.399,83.217,25.874,alta_alertas
El Salvador,2018,40,Tierras Forestales,44.0,Otros arbóreo en tierras no agrícola,441.0,Masa arbórea ribereña,336,336,1,4.0,12.0,1.5,0.6841546265394851,0.49656094823519814,0,3,0,0,0,0,0,275,275,3,272,0,0.0,0.893,0.0,81.845,81.845,alta_alertas
México,2018,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,412.0,Latifoliado secundario húmedo,36,36,2,2.0,4.0,2.0,0.8424254246618416,0.6268536849571659,0,27,0,0,0,0,3,0,29,0,15,14,0.0,75.0,8.333,80.556,41.667,alta_alertas
Guatemala,2018,40,Tierras Forestales,44.0,Otros arbóreo en tierras no agrícola,443.0,Árboles fuera de bosque y otras áreas naturales,10,10,1,3.0,5.0,2.0,0.7422420056094303,0.49084259678109093,0,8,0,0,0,0,0,0,8,0,0,8,0.0,80.0,0.0,80.0,0.0,media_revision
Honduras,2018,10,Artificializado y otra tierras,11.0,Urbano,112.0,Urbano discontinuo,39,39,1,4.0,11.0,2.0,0.6181310152126669,0.43521759120530246,0,14,0,0,0,22,0,0,31,0,5,26,0.0,35.897,0.0,79.487,12.821,media_revision
México,2018,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,410.0,Bosque latifoliado y mixto,325,324,5,3.0,4.0,2.5,0.8201037018704673,0.604017550882002,12,242,1,1,0,0,7,0,257,16,130,111,3.692,74.462,2.154,79.077,44.923,alta_alertas
El Salvador,2018,40,Tierras Forestales,44.0,Otros arbóreo en tierras no agrícola,443.0,Árboles fuera de bosque y otras áreas naturales,1622,1622,1,4.0,12.0,1.75,0.747282005137134,0.5432563676553641,0,36,0,16,0,0,59,1265,1279,82,1197,0,0.0,2.219,3.637,78.853,78.853,alta_alertas
Guatemala,2018,10,Artificializado y otra tierras,11.0,Urbano,111.0,Urbano continuo,28,28,1,3.0,5.0,3.0,0.4743360281614305,0.344744593797611,0,17,0,0,0,11,1,0,22,1,6,15,0.0,60.714,3.571,78.571,25.0,alta_alertas
El Salvador,2018,10,Artificializado y otra tierras,12.0,Otras tierras,121.0,Otros artificializado,2780,2780,1,4.0,11.0,3.25,0.6108779121747403,0.4303080036707832,0,590,0,0,0,1612,231,370,2168,239,691,1238,0.0,21.223,8.309,77.986,33.453,alta_alertas
Guatemala,2018,20,Tierras húmedas y agua,21.0,Cuerpos de Agua,211.0,Cuerpos de agua natural,22,22,1,3.0,5.0,2.0,0.0376063196718585,-0.08866520266749028,0,17,0,0,0,0,0,0,17,0,1,16,0.0,77.273,0.0,77.273,4.545,media_revision
Guatemala,2018,40,Tierras Forestales,43.0,Manglares,430.0,Manglares,57,57,1,3.0,5.0,9.0,0.7764044943820225,0.5491885194123649,0,43,0,1,0,0,5,0,44,2,3,39,0.0,75.439,8.772,77.193,8.772,media_revision
Honduras,2019,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,322.0,Cacao,4,4,1,10.5,32.0,3.5,0.8101948168670343,0.5952680993587751,0,0,0,0,0,0,0,3,3,0,3,0,0.0,0.0,0.0,75.0,75.0,alta_alertas
México,2019,10,Artificializado y otra tierras,11.0,Urbano,110.0,Urbano,4,3,1,12.0,31.0,5.5,0.7221219311731535,0.5012825454710077,0,0,0,0,0,3,0,0,3,0,0,3,0.0,0.0,0.0,75.0,0.0,media_revision
Belice,2018,40,Tierras Forestales,43.0,Manglares,430.0,Manglares,628,627,1,3.0,6.0,5.0,0.7916950306330837,0.5239248940036342,1,459,0,14,9,0,28,7,470,23,133,314,0.159,73.089,4.459,74.841,24.841,media_revision
El Salvador,2018,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",331.0,Granos básicos y hortalizas y otros,12814,12814,1,4.0,6.0,1.0,0.5005399562380848,0.36081189260586893,0,436,0,1748,0,0,16,8801,9590,650,8195,745,0.0,3.403,0.125,74.84,69.026,alta_alertas
México,2018,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",332.0,Pastizales naturales y cultivados,48,48,3,3.0,6.0,2.0,0.6373690383525232,0.4436302563990085,0,32,0,4,0,0,1,0,35,0,15,20,0.0,66.667,2.083,72.917,31.25,alta_alertas
Guatemala,2018,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",331.0,Granos básicos y hortalizas y otros,93,93,1,3.0,5.0,2.0,0.5202358616992763,0.3665290259897983,0,63,0,17,0,0,0,0,67,0,13,54,0.0,67.742,0.0,72.043,13.978,media_revision
El Salvador,2018,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",333.0,Matorrales (barbecho o en descanso),49328,49328,2,4.0,11.0,1.0,0.5867306531955746,0.4067034980133395,0,14063,0,2872,3,0,48,30281,35355,8671,22142,4542,0.0,28.509,0.097,71.673,62.466,alta_alertas
Honduras,2018,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,313.0,Caña de azúcar,6375,6375,2,2.0,9.0,4.0,0.7269727158735467,0.5320596458744397,0,4203,0,156,3,0,414,25,4448,195,378,3875,0.0,65.929,6.494,69.773,8.988,media_revision
El Salvador,2019,10,Artificializado y otra tierras,11.0,Urbano,112.0,Urbano discontinuo,9,9,1,12.0,75.0,2.5,0.65269429201419,0.48573890746110815,0,0,0,0,0,6,0,0,6,0,0,6,0.0,0.0,0.0,66.667,0.0,media_revision
Honduras,2020,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,322.0,Cacao,3,3,1,11.0,28.0,3.5,0.7344217183671611,0.555523880289394,0,0,0,0,0,0,0,2,2,0,2,0,0.0,0.0,0.0,66.667,66.667,alta_alertas
Honduras,2021,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,322.0,Cacao,3,3,1,12.0,39.0,2.5,0.7435764339475733,0.5347387435016301,0,0,0,0,0,0,0,2,2,0,2,0,0.0,0.0,0.0,66.667,66.667,alta_alertas
Honduras,2022,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,322.0,Cacao,3,3,1,10.0,27.0,4.0,0.8051186963615147,0.6002310125836517,0,0,0,0,0,0,0,2,2,0,2,0,0.0,0.0,0.0,66.667,66.667,alta_alertas
El Salvador,2018,20,Tierras húmedas y agua,21.0,Cuerpos de Agua,212.0,Cuerpos de agua artificial,28,28,1,4.0,12.0,2.0,0.6410946683662786,0.40653152166863105,0,0,0,0,0,0,2,16,18,0,18,0,0.0,0.0,7.143,64.286,64.286,alta_alertas
El Salvador,2018,10,Artificializado y otra tierras,11.0,Urbano,112.0,Urbano discontinuo,17140,17140,2,4.0,11.0,2.0,0.49611574596632085,0.3598009876092953,0,3822,0,0,0,6543,119,3737,11000,2123,2697,6180,0.0,22.299,0.694,64.177,28.121,alta_alertas
Guatemala,2018,30,Tierras de Cultivo y Pastos,32.0,Cultivos Arbóreos,321.0,Café,107,107,3,3.0,5.0,1.0,0.8294124978366535,0.6128900333102215,0,63,0,0,0,0,7,0,67,3,10,54,0.0,58.879,6.542,62.617,12.15,media_revision
El Salvador,2018,30,Tierras de Cultivo y Pastos,31.0,Cultivos intensivos No-Arbóreos,315.0,Otros cultivos intensivos no arbóreos,96842,96842,1,4.0,11.0,1.25,0.48136709745668405,0.3433080190800141,0,38240,0,15306,5,0,350,24571,60380,10812,20614,28954,0.0,39.487,0.361,62.349,32.451,alta_alertas
Guatemala,2018,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",332.0,Pastizales naturales y cultivados,622,622,3,4.0,6.0,2.5,0.5320410100969915,0.3687958429443333,0,278,0,103,1,0,1,4,366,5,14,347,0.0,44.695,0.161,58.842,3.055,media_revision
México,2018,40,Tierras Forestales,41.0,Bosque latifoliado y mixto,413.0,Bosque Mixto (Lat-Coniferas),44,44,1,3.0,6.0,1.0,0.762330690343783,0.5227708434847113,0,24,0,1,0,0,1,0,25,0,9,16,0.0,54.545,2.273,56.818,20.455,media_revision
El Salvador,2018,30,Tierras de Cultivo y Pastos,33.0,"Cultivos extensivos, Pastizales y matorrales",332.0,Pastizales naturales y cultivados,83612,83612,2,4.0,11.0,1.5,0.4859638178415472,0.3439524838012959,0,21367,0,13280,13,0,266,25450,47264,5824,25197,16243,0.0,25.555,0.318,56.528,37.101,alta_alertas
